Usage ID,Subscription ID,Account ID,Usage Date,Usage Month,Feature Name,Usage Count,Usage Duration Secs,Error Count,Is Beta Feature
U-9ccb8e,S-b9ff15,A-95b24a,2024-05-21,2024-05-01,feature_22,16,5232,0,False
U-85b62f,S-709b46,A-ed510f,2024-12-08,2024-12-01,feature_36,10,70,0,False
U-14c014,S-b991d2,A-3ce5b8,2024-12-15,2024-12-01,feature_2,7,2534,3,False
U-dff2dd,S-83dc0a,A-f44180,2024-08-05,2024-08-01,feature_36,9,1476,1,True
U-855574,S-19cb09,A-d42431,2024-12-06,2024-12-01,feature_13,7,4088,0,False
U-51fe00,S-e51242,A-8145a0,2024-06-25,2024-06-01,feature_24,15,8220,0,False
U-3c7d16,S-125201,A-7f8241,2024-11-30,2024-11-01,feature_33,3,642,0,False
U-ea892d,S-7fca0e,A-5b4ebb,2024-11-05,2024-11-01,feature_9,10,3670,0,False
U-800534,S-14a95a,A-ffc04f,2024-12-05,2024-12-01,feature_35,9,4671,0,False
U-b224c1,S-4d2392,A-e61e98,2024-02-20,2024-02-01,feature_25,12,228,0,False
U-fc9cb8,S-1f5841,A-b30291,2024-11-18,2024-11-01,feature_8,11,4873,3,False
U-247d6f,S-69a807,A-40de06,2023-11-14,2023-11-01,feature_39,4,1280,3,False
U-165fc1,S-c657b6,A-7c5768,2024-05-11,2024-05-01,feature_3,4,2164,1,False
U-725f62,S-1ad9cb,A-4d1e75,2024-10-20,2024-10-01,feature_12,13,3523,1,False
U-54e781,S-0bf451,A-3f9cc0,2024-12-20,2024-12-01,feature_16,12,492,0,False
U-065382,S-67965d,A-bc87bc,2024-12-19,2024-12-01,feature_36,13,7293,0,False
U-c06c19,S-d74733,A-7641d3,2024-05-22,2024-05-01,feature_11,11,3608,0,False
U-9a4295,S-5228d6,A-484819,2024-06-30,2024-06-01,feature_36,12,1320,2,False
U-05131c,S-c83dfd,A-249769,2024-08-30,2024-08-01,feature_33,8,3744,0,False
U-fcb2c5,S-e6cfc1,A-1e6fc3,2024-03-10,2024-03-01,feature_3,13,3757,0,False
U-a998fd,S-377ced,A-432483,2024-01-27,2024-01-01,feature_6,14,3864,0,False
U-9290d2,S-3ba19e,A-075038,2024-09-05,2024-09-01,feature_27,6,1782,0,False
U-01f413,S-0921a1,A-ee42db,2023-09-18,2023-09-01,feature_39,7,3661,1,False
U-ef6b16,S-34253c,A-1b9609,2024-03-14,2024-03-01,feature_9,15,390,0,False
U-4725d2,S-718bf5,A-5a3eb9,2024-03-21,2024-03-01,feature_8,10,1990,0,False
U-e447f7,S-f36371,A-34d880,2024-07-24,2024-07-01,feature_13,8,1208,2,False
U-0d0475,S-48d2b5,A-9c18c4,2023-10-07,2023-10-01,feature_9,8,3000,1,False
U-3c329f,S-0b831e,A-4c38bc,2024-12-14,2024-12-01,feature_1,12,5448,0,True
U-309539,S-22f848,A-993085,2024-12-09,2024-12-01,feature_12,7,1547,0,False
U-2952cf,S-2e7b85,A-328bd0,2024-06-26,2024-06-01,feature_7,7,1813,0,False
U-bbe419,S-894692,A-c62e55,2024-03-25,2024-03-01,feature_19,14,6286,1,True
U-1536bf,S-c2cc5c,A-2bc93d,2024-06-02,2024-06-01,feature_33,10,1310,0,False
U-8e08fc,S-3b5eb3,A-6f8ad2,2024-10-11,2024-10-01,feature_19,12,4788,1,False
U-01f3c1,S-d71fe9,A-d62e02,2024-12-03,2024-12-01,feature_10,13,7709,0,False
U-f642e9,S-61c27e,A-158f4e,2023-10-02,2023-10-01,feature_39,7,1421,1,False
U-2d673b,S-de66c3,A-ff3c73,2024-10-26,2024-10-01,feature_28,14,6356,0,False
U-a1eb03,S-6ceec5,A-7e0a10,2024-10-31,2024-10-01,feature_21,12,1236,0,False
U-3b64a7,S-527d18,A-5b1bcd,2024-11-15,2024-11-01,feature_16,20,11620,2,False
U-bb5ecc,S-0aedf8,A-a7bd4b,2024-03-12,2024-03-01,feature_1,9,4653,0,False
U-ccdd45,S-02be35,A-e08cd3,2024-10-15,2024-10-01,feature_36,11,1694,0,False
U-7f5532,S-909612,A-151c9a,2024-10-18,2024-10-01,feature_7,9,2295,0,False
U-ec1616,S-d914d8,A-ee42db,2024-05-23,2024-05-01,feature_2,2,818,1,True
U-f77b0b,S-a1426b,A-cc98bc,2024-12-03,2024-12-01,feature_30,3,267,0,False
U-9f62b8,S-10bd09,A-bbc346,2024-10-09,2024-10-01,feature_12,9,2664,0,False
U-b943c2,S-83d49e,A-dbc825,2024-09-22,2024-09-01,feature_11,8,552,0,False
U-3ca673,S-f4335b,A-075038,2024-08-29,2024-08-01,feature_16,7,3976,0,False
U-ecf34d,S-4cff80,A-f97b9a,2024-05-04,2024-05-01,feature_23,11,4103,0,False
U-b5f0f4,S-d9821f,A-faa28c,2024-10-25,2024-10-01,feature_2,14,4074,0,False
U-e782c1,S-ebe172,A-c4ea60,2024-01-05,2024-01-01,feature_3,7,126,3,False
U-766e8f,S-96bb5c,A-832ec2,2024-08-24,2024-08-01,feature_33,10,70,0,False
U-d62f11,S-f5d8ce,A-756192,2024-01-19,2024-01-01,feature_27,8,4792,0,False
U-be8965,S-5698bd,A-52dd88,2023-03-27,2023-03-01,feature_20,9,3780,0,False
U-a7af2a,S-85eb8f,A-59f724,2024-07-16,2024-07-01,feature_10,14,2786,2,False
U-683624,S-78ffdd,A-503d5a,2024-12-08,2024-12-01,feature_29,14,1792,3,False
U-4e7d21,S-8923b3,A-157070,2024-07-21,2024-07-01,feature_5,16,256,2,False
U-21fa08,S-cf2b4a,A-9f9299,2024-04-28,2024-04-01,feature_28,6,1494,1,False
U-583f35,S-08e560,A-de58ca,2023-12-12,2023-12-01,feature_13,10,1590,2,False
U-41173b,S-cd3a01,A-98a59a,2024-12-31,2024-12-01,feature_32,12,6120,0,False
U-99d69f,S-869bba,A-b9f5b1,2024-06-23,2024-06-01,feature_30,10,5400,1,False
U-add5ac,S-39e88c,A-3b37d9,2023-09-22,2023-09-01,feature_11,7,1918,1,False
U-a63628,S-a4139f,A-c45b23,2024-02-17,2024-02-01,feature_6,18,8586,0,False
U-977d45,S-7f5316,A-856b1e,2024-11-11,2024-11-01,feature_34,12,1128,0,False
U-c91d1f,S-2e55e6,A-f19409,2024-12-27,2024-12-01,feature_29,13,7423,0,False
U-0a4288,S-7791c3,A-856b1e,2024-04-29,2024-04-01,feature_21,7,2121,0,False
U-cdb018,S-020222,A-02fac6,2024-10-21,2024-10-01,feature_28,9,2745,0,False
U-0926ba,S-7f92bd,A-4f18f0,2024-06-14,2024-06-01,feature_39,9,3249,0,True
U-15ce1e,S-444c6a,A-95b24a,2024-08-17,2024-08-01,feature_21,10,140,0,True
U-c5d4ee,S-4cff80,A-f97b9a,2024-10-09,2024-10-01,feature_7,12,204,0,False
U-e33037,S-fe0c52,A-6f8ad2,2024-07-24,2024-07-01,feature_34,9,2133,0,True
U-2d43f8,S-73d0eb,A-592832,2024-10-16,2024-10-01,feature_19,12,6060,0,False
U-b0cdb4,S-3e453b,A-883b7d,2024-05-25,2024-05-01,feature_16,13,3224,0,False
U-675429,S-74761f,A-9123ac,2024-12-19,2024-12-01,feature_15,13,5005,0,False
U-544a1f,S-966a44,A-f5641b,2024-04-25,2024-04-01,feature_16,11,4917,1,False
U-1b26bb,S-c6c2f6,A-4e0e85,2024-10-21,2024-10-01,feature_2,8,2976,1,False
U-f7c463,S-5fffe8,A-4e631b,2024-12-07,2024-12-01,feature_25,6,1116,0,False
U-7c1b5f,S-97df3f,A-9123ac,2024-12-06,2024-12-01,feature_30,17,2091,0,False
U-afb4b3,S-60890c,A-ff3c73,2024-12-17,2024-12-01,feature_32,15,3975,1,False
U-cfb848,S-9333c5,A-ef84cf,2024-08-11,2024-08-01,feature_24,15,5580,1,False
U-7ecea0,S-72e73f,A-dbc825,2024-05-18,2024-05-01,feature_32,9,2106,1,False
U-93243f,S-a9b904,A-7641d3,2023-04-17,2023-04-01,feature_7,10,800,0,False
U-90f37b,S-29597a,A-0532a9,2024-11-02,2024-11-01,feature_14,15,840,3,False
U-8e3ef0,S-aef80b,A-ccabf0,2024-08-21,2024-08-01,feature_7,15,3885,0,True
U-6d3ff0,S-efeb9b,A-1f0636,2024-03-26,2024-03-01,feature_34,7,1505,0,False
U-f274b6,S-58c146,A-e3bd71,2024-08-11,2024-08-01,feature_18,12,4920,0,False
U-d72297,S-c3cb12,A-ce550d,2024-11-14,2024-11-01,feature_8,13,6864,0,False
U-a024cc,S-c005ac,A-92a3af,2024-11-14,2024-11-01,feature_36,10,1880,1,False
U-6498cd,S-9e7060,A-c62e55,2024-05-18,2024-05-01,feature_31,13,7423,3,False
U-5d9044,S-ce932b,A-a1b80b,2024-10-08,2024-10-01,feature_14,13,429,0,False
U-56820c,S-e66964,A-e6afc1,2023-12-01,2023-12-01,feature_29,5,2780,0,False
U-623d7c,S-3e54f5,A-157070,2024-10-13,2024-10-01,feature_24,9,819,0,False
U-2b02bb,S-806d7b,A-cb5333,2024-12-08,2024-12-01,feature_21,7,3038,0,False
U-644710,S-61afee,A-7df7a7,2023-10-15,2023-10-01,feature_1,6,3492,0,False
U-07b37a,S-21bd25,A-7f8241,2024-10-04,2024-10-01,feature_6,13,4095,0,True
U-9074f6,S-0c91c4,A-2789e3,2024-12-31,2024-12-01,feature_27,11,2915,0,True
U-b27342,S-aabbf4,A-54d94a,2024-06-25,2024-06-01,feature_14,12,3684,0,False
U-e20a2b,S-6c4770,A-fa3095,2024-03-27,2024-03-01,feature_23,8,1432,2,False
U-4e82b4,S-0359cf,A-afa505,2024-08-17,2024-08-01,feature_39,11,1650,0,False
U-609ab2,S-0b3f0c,A-3be56b,2024-09-08,2024-09-01,feature_22,10,860,0,False
U-647164,S-92dede,A-9208f0,2024-06-03,2024-06-01,feature_8,9,1611,0,False
U-bbf4c4,S-ab7022,A-7df7a7,2023-03-14,2023-03-01,feature_28,9,2574,0,True
U-1211f6,S-6676fa,A-7df7a7,2024-05-10,2024-05-01,feature_25,14,2772,0,False
U-211b68,S-2bbf5c,A-a09355,2024-12-18,2024-12-01,feature_16,13,1677,0,False
U-12bc64,S-392e05,A-65a46c,2024-04-14,2024-04-01,feature_26,14,6832,1,False
U-b5467b,S-4cff80,A-f97b9a,2024-03-30,2024-03-01,feature_9,11,3113,0,False
U-9ce90e,S-0b80b4,A-659280,2024-05-19,2024-05-01,feature_39,9,1485,1,False
U-9cf7ef,S-66a834,A-659280,2024-04-13,2024-04-01,feature_21,10,5930,2,False
U-e2128f,S-40d3aa,A-9badbd,2024-11-07,2024-11-01,feature_20,7,2786,1,False
U-58dd7e,S-6522e4,A-9f0b68,2024-07-11,2024-07-01,feature_17,10,4190,1,False
U-f7649b,S-142456,A-22d9d2,2024-08-16,2024-08-01,feature_10,11,3311,0,True
U-81bf88,S-17f71d,A-e40f45,2024-10-21,2024-10-01,feature_31,7,1778,0,True
U-0f45f8,S-593787,A-9ee962,2024-06-27,2024-06-01,feature_3,10,3340,0,False
U-2f01ae,S-9a952b,A-bcf664,2023-10-08,2023-10-01,feature_10,11,4004,0,False
U-baaa54,S-fe0c52,A-6f8ad2,2024-07-30,2024-07-01,feature_7,11,6105,0,False
U-a1e26e,S-4f8c90,A-32fb14,2024-08-08,2024-08-01,feature_29,10,3180,0,False
U-189e83,S-2565f0,A-6a4e2d,2024-03-21,2024-03-01,feature_30,6,2682,0,False
U-350b66,S-f971ab,A-4bfa33,2024-12-11,2024-12-01,feature_26,13,819,2,False
U-8cddc9,S-6fd24b,A-7988d1,2024-08-25,2024-08-01,feature_8,15,2985,0,False
U-52a6fc,S-9a8f71,A-a7bd4b,2023-12-17,2023-12-01,feature_37,11,2420,0,False
U-988f09,S-da9f05,A-151c9a,2024-04-04,2024-04-01,feature_28,7,4186,0,False
U-87fcda,S-17f71d,A-e40f45,2024-12-14,2024-12-01,feature_6,14,5222,0,False
U-da84ad,S-b84a07,A-7c4956,2024-10-17,2024-10-01,feature_40,10,5560,0,False
U-c6a017,S-287914,A-a1b80b,2024-12-26,2024-12-01,feature_22,13,416,3,False
U-b9d155,S-ffce65,A-9ee962,2023-12-16,2023-12-01,feature_14,14,210,0,False
U-da0578,S-5c4ef1,A-922109,2024-06-24,2024-06-01,feature_10,9,4419,1,False
U-488cd1,S-6ce794,A-45ce7a,2024-08-08,2024-08-01,feature_21,9,4716,0,False
U-6c5072,S-700036,A-02cd81,2024-05-24,2024-05-01,feature_4,11,6303,0,False
U-1f0344,S-fe910d,A-241e75,2024-12-09,2024-12-01,feature_24,6,312,0,False
U-b2ad48,S-6a7c79,A-4ef964,2024-11-27,2024-11-01,feature_28,13,7800,0,False
U-fb28ba,S-4a89a7,A-10b8f2,2024-03-13,2024-03-01,feature_40,7,3444,1,False
U-1e6403,S-597873,A-05f0e5,2024-07-19,2024-07-01,feature_1,12,1164,0,False
U-9103bd,S-a7524a,A-54ecc2,2024-11-19,2024-11-01,feature_37,13,4745,2,False
U-03e051,S-e2c20a,A-3be56b,2024-03-06,2024-03-01,feature_17,8,360,0,False
U-2e2464,S-c26c22,A-dec005,2024-09-09,2024-09-01,feature_25,9,4023,3,False
U-ad4545,S-b2b1b9,A-49b828,2024-07-25,2024-07-01,feature_14,5,2490,0,False
U-56a4fe,S-fd0d21,A-2446e3,2024-11-23,2024-11-01,feature_19,11,1837,0,False
U-0799e6,S-4e4ef4,A-9ee962,2024-05-27,2024-05-01,feature_20,9,3591,0,False
U-88bc2d,S-3e453b,A-883b7d,2024-10-04,2024-10-01,feature_36,9,3033,0,False
U-048001,S-e6513c,A-2edab2,2024-08-12,2024-08-01,feature_14,9,729,0,False
U-d32b27,S-931899,A-af0cd2,2023-06-12,2023-06-01,feature_23,2,104,1,False
U-8dbf2d,S-08fc73,A-7df7a7,2024-11-01,2024-11-01,feature_20,9,4752,0,False
U-689afe,S-e32bf8,A-3ce5b8,2024-12-08,2024-12-01,feature_30,11,1672,0,False
U-afe069,S-bbd26a,A-df10db,2024-07-25,2024-07-01,feature_30,9,4536,0,False
U-eff8df,S-a0a358,A-af0cd2,2023-11-18,2023-11-01,feature_12,10,2930,3,False
U-1db2d2,S-e162d0,A-503d5a,2024-11-12,2024-11-01,feature_33,11,616,0,False
U-9d4c8a,S-a9952f,A-0aaf6e,2024-09-27,2024-09-01,feature_26,8,1856,1,False
U-e3c8b9,S-a903ad,A-59f724,2024-11-08,2024-11-01,feature_6,11,396,0,False
U-3a42a2,S-165850,A-d5a319,2024-02-10,2024-02-01,feature_29,11,2585,0,False
U-cbc025,S-c1056f,A-6f8ad2,2024-12-15,2024-12-01,feature_5,11,5247,2,True
U-b8fdac,S-472fda,A-883b7d,2024-12-23,2024-12-01,feature_29,14,3122,0,False
U-750130,S-ea71b5,A-bad8c1,2024-08-02,2024-08-01,feature_11,11,4708,0,False
U-7f9ef4,S-a66766,A-9f9299,2024-11-24,2024-11-01,feature_17,9,180,0,False
U-eebc9c,S-8cec59,A-3c1a3f,2024-03-01,2024-03-01,feature_5,6,1308,0,False
U-1dc927,S-43cd30,A-8145a0,2024-10-27,2024-10-01,feature_21,8,736,0,False
U-df73ee,S-e5ba1c,A-39868b,2024-07-24,2024-07-01,feature_2,11,418,0,False
U-bb2ef3,S-e093a9,A-80eeb6,2024-11-18,2024-11-01,feature_22,6,2202,0,True
U-7677bc,S-e97b9f,A-a0ca4e,2024-03-31,2024-03-01,feature_25,11,6116,0,False
U-06869f,S-16dfaf,A-8e47ca,2024-05-08,2024-05-01,feature_3,11,4928,1,False
U-4032fb,S-36b46e,A-202b67,2024-12-05,2024-12-01,feature_30,12,4860,1,False
U-c862ac,S-505db5,A-883b7d,2024-06-30,2024-06-01,feature_35,4,136,0,False
U-bedc5e,S-86a4e3,A-e693b6,2024-05-17,2024-05-01,feature_3,12,912,0,False
U-e027a5,S-2e1ceb,A-ccb686,2024-04-19,2024-04-01,feature_14,15,8655,0,True
U-207393,S-6762fa,A-40a557,2024-03-23,2024-03-01,feature_25,12,4020,0,False
U-0cdf60,S-2ff0ab,A-712f1c,2024-12-29,2024-12-01,feature_37,10,2410,0,False
U-568884,S-477506,A-f03140,2024-12-26,2024-12-01,feature_35,9,4617,0,False
U-fcbef6,S-c7c366,A-9208f0,2023-10-17,2023-10-01,feature_30,5,285,0,True
U-5c0126,S-a924c2,A-3cc791,2024-07-21,2024-07-01,feature_16,9,576,0,False
U-9536f0,S-d76f8b,A-e1b9cd,2024-04-26,2024-04-01,feature_1,13,1742,2,False
U-181648,S-ddad91,A-40906c,2024-12-03,2024-12-01,feature_4,8,2664,0,False
U-675aae,S-0f6f44,A-9b9fe9,2024-07-08,2024-07-01,feature_19,13,2457,3,False
U-37e991,S-eabdce,A-9208f0,2024-06-06,2024-06-01,feature_11,9,4662,0,False
U-494e52,S-dcc1a5,A-029f69,2024-11-19,2024-11-01,feature_23,5,90,0,False
U-0cae59,S-d0bab8,A-94f8c9,2024-10-12,2024-10-01,feature_18,9,846,0,False
U-5cff1a,S-3981c7,A-c16b88,2024-08-17,2024-08-01,feature_39,11,2442,0,False
U-e222d9,S-4bfe7b,A-9b9fe9,2024-01-27,2024-01-01,feature_36,6,3540,0,False
U-8c5894,S-ed32c7,A-37f969,2024-08-03,2024-08-01,feature_10,10,3830,0,False
U-a4e27d,S-0a59be,A-328bd0,2024-08-15,2024-08-01,feature_19,12,2388,1,False
U-e4edd1,S-991d05,A-cdf020,2024-11-25,2024-11-01,feature_13,5,455,0,False
U-1809b1,S-91e96a,A-970c97,2024-05-05,2024-05-01,feature_27,10,2380,0,False
U-5e6f1f,S-2178f0,A-b30291,2024-10-08,2024-10-01,feature_16,12,1332,0,False
U-7a1ef7,S-e66964,A-e6afc1,2024-01-24,2024-01-01,feature_28,9,4788,0,False
U-66d48c,S-69cc68,A-7f4db3,2024-02-03,2024-02-01,feature_3,6,1014,1,False
U-26150e,S-979365,A-bb2f49,2024-06-20,2024-06-01,feature_26,7,1022,0,False
U-9de935,S-9cfabf,A-0f3e88,2024-12-03,2024-12-01,feature_12,7,3654,0,False
U-8ce586,S-1c3522,A-075038,2024-03-09,2024-03-01,feature_35,10,5920,0,False
U-25846f,S-25ee09,A-94f8c9,2024-05-31,2024-05-01,feature_34,5,345,0,False
U-f753ce,S-b41269,A-e5d6ab,2024-11-19,2024-11-01,feature_18,6,2346,0,False
U-5b74a9,S-7c635b,A-92a333,2024-04-12,2024-04-01,feature_39,11,5038,0,False
U-cb31b4,S-085f96,A-2bc93d,2024-07-26,2024-07-01,feature_1,12,6768,1,False
U-962135,S-0d8293,A-425e76,2024-07-18,2024-07-01,feature_37,7,350,0,False
U-803666,S-e4b79e,A-2e3bad,2024-06-30,2024-06-01,feature_16,8,1616,2,True
U-4d53e1,S-e477e9,A-c16101,2024-12-09,2024-12-01,feature_30,11,1573,1,False
U-ec5969,S-7863b1,A-b11cd0,2024-12-21,2024-12-01,feature_28,13,5577,0,False
U-dd51ad,S-a0c741,A-40906c,2024-10-12,2024-10-01,feature_20,10,2320,2,False
U-6488cc,S-eaac58,A-ff3c73,2024-06-27,2024-06-01,feature_32,13,7462,0,False
U-75c4d3,S-f0a2e5,A-55f257,2024-12-20,2024-12-01,feature_14,8,3680,1,False
U-2bd40c,S-2b504d,A-6a4e2d,2024-06-24,2024-06-01,feature_32,10,280,3,False
U-52f161,S-f8d0a2,A-a0ca4e,2024-07-07,2024-07-01,feature_7,8,1960,0,False
U-289287,S-0337da,A-098560,2024-09-08,2024-09-01,feature_18,11,2893,0,False
U-164d2b,S-c317f9,A-86902e,2023-12-27,2023-12-01,feature_40,6,2964,2,False
U-d6902f,S-3e5d57,A-503d5a,2024-11-09,2024-11-01,feature_21,10,4420,0,False
U-58c5a6,S-a6f0f1,A-d792a6,2024-10-08,2024-10-01,feature_9,10,3280,1,False
U-3be4a9,S-f28cde,A-cdf020,2024-11-10,2024-11-01,feature_20,12,1896,1,False
U-26fadd,S-147ad7,A-54ecc2,2024-09-13,2024-09-01,feature_4,13,6227,0,False
U-cb8e36,S-209456,A-95b24a,2024-06-13,2024-06-01,feature_11,16,7248,2,False
U-a917fa,S-bf89e6,A-812c5b,2024-07-03,2024-07-01,feature_39,10,5420,0,False
U-f74603,S-4d8612,A-f97b9a,2024-03-09,2024-03-01,feature_33,9,3924,0,False
U-94e0f9,S-6676fa,A-7df7a7,2023-08-26,2023-08-01,feature_24,15,135,0,False
U-81974c,S-6904e6,A-39b19f,2023-08-07,2023-08-01,feature_17,14,70,0,False
U-5bd201,S-0a28cd,A-e5d6ab,2024-01-02,2024-01-01,feature_3,9,243,0,False
U-65c0af,S-f018e9,A-019782,2024-08-12,2024-08-01,feature_20,10,4280,0,False
U-4bca90,S-e7cb68,A-474ad4,2024-05-17,2024-05-01,feature_17,11,946,2,False
U-d1d5d1,S-0d6ea4,A-f44180,2024-07-16,2024-07-01,feature_35,13,6695,2,False
U-150ba8,S-e267d1,A-4a4c2d,2024-11-26,2024-11-01,feature_30,9,4878,1,False
U-14a1c9,S-8fd62c,A-8145a0,2024-10-13,2024-10-01,feature_26,15,4275,0,False
U-4ac416,S-79b2bc,A-249769,2024-09-02,2024-09-01,feature_37,5,2285,0,False
U-8b1b55,S-9871f4,A-8e47ca,2024-03-09,2024-03-01,feature_23,9,4707,0,False
U-f4e55a,S-4a89a7,A-10b8f2,2024-09-10,2024-09-01,feature_31,14,784,0,False
U-3fa3f1,S-6895d0,A-5a92e7,2024-11-25,2024-11-01,feature_23,9,3528,2,False
U-7c99d5,S-d1c9e3,A-075038,2024-02-29,2024-02-01,feature_14,14,1078,0,False
U-772a3d,S-b5165e,A-bcf664,2023-11-30,2023-11-01,feature_40,11,286,0,False
U-bf005e,S-d638c7,A-832ec2,2024-10-12,2024-10-01,feature_30,14,812,0,True
U-3590f8,S-02ec76,A-e60f9d,2024-10-15,2024-10-01,feature_26,9,1242,0,False
U-e31d83,S-224bca,A-3b5cd1,2024-11-15,2024-11-01,feature_14,10,1940,0,False
U-7d7ed0,S-b6a35b,A-59f724,2024-06-21,2024-06-01,feature_4,9,2394,1,False
U-b15d50,S-40adae,A-8145a0,2024-05-21,2024-05-01,feature_22,13,2223,0,False
U-a3ecf7,S-be86e3,A-3a5ad8,2024-02-03,2024-02-01,feature_37,9,1044,1,False
U-e52995,S-d96652,A-503d5a,2024-09-09,2024-09-01,feature_37,11,3586,0,False
U-6c5374,S-81fc45,A-5a215a,2024-05-20,2024-05-01,feature_7,8,2992,1,False
U-dffc3c,S-51924b,A-67be94,2024-10-25,2024-10-01,feature_29,8,4736,0,False
U-d91797,S-3ef584,A-72799b,2023-12-04,2023-12-01,feature_25,8,560,0,False
U-a4e52c,S-266ada,A-794a0b,2024-11-09,2024-11-01,feature_40,12,6972,0,False
U-3db268,S-5c3f50,A-f3ff05,2024-10-10,2024-10-01,feature_37,9,1584,0,False
U-64e4a6,S-d76f8b,A-e1b9cd,2024-11-16,2024-11-01,feature_13,12,6852,0,False
U-390660,S-d841e4,A-a1b80b,2024-07-10,2024-07-01,feature_39,9,45,0,False
U-297b9d,S-e0f238,A-463db0,2024-12-27,2024-12-01,feature_34,11,836,0,False
U-c3c0c7,S-020222,A-02fac6,2024-08-12,2024-08-01,feature_25,12,1428,1,False
U-a851a6,S-dd220e,A-6da850,2024-09-10,2024-09-01,feature_4,10,2300,0,True
U-47c459,S-a22ca2,A-dbc825,2024-07-30,2024-07-01,feature_35,8,4200,3,False
U-5d279a,S-03a5b0,A-068fc6,2024-12-13,2024-12-01,feature_15,7,119,0,False
U-749c89,S-374628,A-35083d,2024-11-04,2024-11-01,feature_6,8,576,0,False
U-aef35a,S-592c0d,A-a7bd4b,2023-10-11,2023-10-01,feature_2,11,6083,0,False
U-87a065,S-ab2b5b,A-bbe56f,2023-11-12,2023-11-01,feature_39,8,1008,0,True
U-4764d4,S-ee3466,A-7d514c,2024-04-05,2024-04-01,feature_6,8,3480,0,False
U-ee68ff,S-be828b,A-cbbe12,2024-07-05,2024-07-01,feature_6,8,1864,0,False
U-dc24b1,S-f8ee6e,A-ed510f,2023-08-17,2023-08-01,feature_40,9,2394,0,False
U-83babf,S-2ded36,A-a1b80b,2024-12-21,2024-12-01,feature_5,14,2366,2,False
U-44abf1,S-9a85ab,A-a8b49c,2024-07-01,2024-07-01,feature_39,12,720,2,False
U-79d1c2,S-6bea24,A-3f9cc0,2024-09-30,2024-09-01,feature_33,4,1764,3,False
U-40506c,S-16cf6a,A-d792a6,2024-10-16,2024-10-01,feature_28,14,5642,3,False
U-cdc41c,S-5b4149,A-df10db,2024-09-15,2024-09-01,feature_18,11,1892,1,False
U-00cf4a,S-13939b,A-86902e,2024-02-24,2024-02-01,feature_31,12,672,0,False
U-339648,S-e0075b,A-b3fe05,2024-12-29,2024-12-01,feature_38,8,2680,1,True
U-0bb5ea,S-2c091a,A-32728c,2023-08-25,2023-08-01,feature_4,8,1656,0,False
U-ec99fc,S-70275b,A-f45426,2024-11-26,2024-11-01,feature_11,11,4807,0,False
U-3fd6fc,S-0459a1,A-8e47ca,2024-09-08,2024-09-01,feature_18,10,1070,0,False
U-92f876,S-f5bef8,A-993085,2024-04-26,2024-04-01,feature_24,9,171,0,False
U-2b7230,S-b9fc6c,A-2ebb4b,2024-05-17,2024-05-01,feature_13,13,3029,2,False
U-7a91f8,S-20812a,A-5a3eb9,2024-11-26,2024-11-01,feature_35,10,1680,0,False
U-695700,S-28a4b7,A-1e1b80,2024-06-18,2024-06-01,feature_29,11,2079,0,False
U-61f2b1,S-1f9da0,A-977ca0,2024-08-20,2024-08-01,feature_36,11,902,0,False
U-2325c6,S-32b223,A-2edab2,2024-12-22,2024-12-01,feature_10,12,2796,0,False
U-d062fc,S-704195,A-dfbd31,2024-10-03,2024-10-01,feature_21,6,2382,0,False
U-000c08,S-9925b9,A-cea1f0,2024-11-03,2024-11-01,feature_14,13,3796,0,False
U-c67960,S-611bf8,A-df10db,2024-09-05,2024-09-01,feature_17,5,1765,1,False
U-7075a2,S-c1ad26,A-10b8da,2024-06-15,2024-06-01,feature_10,2,298,4,False
U-81c8bd,S-51924b,A-67be94,2024-01-26,2024-01-01,feature_10,9,4797,0,False
U-8016be,S-8fd22d,A-354f12,2024-10-11,2024-10-01,feature_1,13,4849,0,False
U-c8a676,S-04d260,A-d82ef9,2024-09-04,2024-09-01,feature_22,10,4300,1,False
U-ab070b,S-f429e0,A-b44e3e,2024-09-20,2024-09-01,feature_20,13,1040,0,False
U-371606,S-79ef9b,A-4e960a,2024-06-25,2024-06-01,feature_35,11,66,2,False
U-4def1a,S-911b0a,A-8ed5dd,2024-03-02,2024-03-01,feature_14,8,4616,0,False
U-e3b515,S-ce6528,A-4a4c2d,2024-01-20,2024-01-01,feature_33,9,2448,0,False
U-f51dcd,S-26bc22,A-59f724,2024-08-03,2024-08-01,feature_7,12,168,0,False
U-3b24be,S-f553b5,A-6da850,2023-12-19,2023-12-01,feature_15,14,1456,1,False
U-4e9e4c,S-c35f78,A-95b24a,2024-12-22,2024-12-01,feature_16,15,6255,0,False
U-07b4ec,S-b84a07,A-7c4956,2024-04-21,2024-04-01,feature_32,10,1510,2,False
U-b2af1f,S-b9ff15,A-95b24a,2024-03-20,2024-03-01,feature_14,12,4368,0,False
U-cd34f1,S-ae3270,A-fdfc91,2024-01-07,2024-01-01,feature_5,15,5265,0,False
U-0e2d52,S-02c3e7,A-7c4956,2024-08-28,2024-08-01,feature_26,5,2290,0,True
U-a54c24,S-88f1be,A-5a215a,2024-10-08,2024-10-01,feature_27,8,3432,0,False
U-1cdd17,S-cce4fc,A-659280,2024-01-05,2024-01-01,feature_3,8,792,0,False
U-21e4dc,S-856241,A-32fb14,2023-10-02,2023-10-01,feature_26,8,3008,0,False
