account_id,account_name,industry,country,signup_date,referral_source,signup_month
A-c16cf7,Company_377,EdTech,US,2024-10-18,event,2024-10-01
A-d42431,Company_378,FinTech,FR,2024-06-11,ads,2024-06-01
A-6965e1,Company_379,DevTools,US,2024-12-05,organic,2024-12-01
A-0354fe,Company_380,Cybersecurity,US,2024-11-03,other,2024-11-01
A-0a62f5,Company_381,FinTech,UK,2024-09-16,partner,2024-09-01
A-f5641b,Company_382,EdTech,US,2024-04-21,other,2024-04-01
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-28,ads,2024-02-01
A-3b37d9,Company_384,FinTech,US,2023-04-11,event,2023-04-01
A-54d94a,Company_385,Cybersecurity,IN,2023-11-29,event,2023-11-01
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-26,event,2024-09-01
A-089363,Company_387,FinTech,AU,2023-06-03,event,2023-06-01
A-524364,Company_388,DevTools,FR,2024-12-31,partner,2024-12-01
A-855a48,Company_389,EdTech,US,2024-01-30,partner,2024-01-01
A-756192,Company_390,FinTech,IN,2023-09-17,other,2023-09-01
A-49b828,Company_391,FinTech,IN,2023-05-11,ads,2023-05-01
A-c7ffc2,Company_392,Cybersecurity,US,2023-05-25,partner,2023-05-01
A-751c58,Company_393,FinTech,UK,2024-07-29,organic,2024-07-01
A-72799b,Company_394,DevTools,FR,2023-11-17,event,2023-11-01
A-812c5b,Company_395,DevTools,CA,2024-04-03,organic,2024-04-01
A-69b156,Company_396,EdTech,US,2023-12-27,other,2023-12-01
A-075038,Company_397,HealthTech,UK,2023-07-14,ads,2023-07-01
A-940b8b,Company_398,HealthTech,DE,2024-04-01,organic,2024-04-01
A-2d1036,Company_399,FinTech,US,2024-07-03,ads,2024-07-01
A-0f6450,Company_400,FinTech,US,2024-12-27,other,2024-12-01
A-9affe6,Company_401,Cybersecurity,US,2023-04-06,other,2023-04-01
A-80eeb6,Company_402,Cybersecurity,UK,2023-07-15,organic,2023-07-01
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,2024-10-01
A-c7e58b,Company_404,HealthTech,IN,2023-08-30,other,2023-08-01
A-016043,Company_405,EdTech,CA,2024-08-02,organic,2024-08-01
A-bbe56f,Company_406,HealthTech,US,2023-08-29,ads,2023-08-01
A-7c5768,Company_407,HealthTech,UK,2024-03-05,event,2024-03-01
A-751bd4,Company_408,Cybersecurity,UK,2024-09-18,partner,2024-09-01
A-4e0e85,Company_409,DevTools,US,2024-02-16,organic,2024-02-01
A-ad3abd,Company_410,FinTech,US,2023-03-18,event,2023-03-01
A-e19ff6,Company_411,Cybersecurity,UK,2023-08-09,partner,2023-08-01
A-7920cc,Company_412,Cybersecurity,FR,2023-11-27,ads,2023-11-01
A-5a92e7,Company_413,HealthTech,US,2024-06-13,ads,2024-06-01
A-fdfc91,Company_414,Cybersecurity,US,2023-07-30,ads,2023-07-01
A-1e50e0,Company_415,Cybersecurity,DE,2023-03-23,other,2023-03-01
A-1e1b80,Company_416,FinTech,CA,2023-10-11,other,2023-10-01
A-659280,Company_417,FinTech,IN,2023-11-25,event,2023-11-01
A-f6b2fb,Company_418,DevTools,AU,2024-05-23,event,2024-05-01
A-cb6cc6,Company_419,DevTools,US,2023-04-20,ads,2023-04-01
A-d62e02,Company_420,Cybersecurity,US,2024-09-03,partner,2024-09-01
A-d535f6,Company_421,DevTools,US,2024-09-21,organic,2024-09-01
A-39868b,Company_422,FinTech,AU,2024-04-25,partner,2024-04-01
A-3cc791,Company_423,EdTech,US,2024-01-31,other,2024-01-01
A-337bc1,Company_424,Cybersecurity,US,2023-08-02,organic,2023-08-01
A-58b9ff,Company_425,DevTools,IN,2024-06-17,partner,2024-06-01
A-bf7919,Company_426,HealthTech,US,2024-12-07,organic,2024-12-01
A-1d5444,Company_427,Cybersecurity,US,2024-03-19,partner,2024-03-01
A-0f3e88,Company_428,HealthTech,US,2023-08-05,other,2023-08-01
A-7641d3,Company_429,EdTech,US,2023-04-12,partner,2023-04-01
A-cd458b,Company_430,DevTools,US,2024-07-12,other,2024-07-01
A-c16b88,Company_431,HealthTech,US,2024-03-08,event,2024-03-01
A-59f724,Company_432,HealthTech,US,2024-01-01,other,2024-01-01
A-87aa7b,Company_433,HealthTech,US,2024-05-22,organic,2024-05-01
A-1e6fc3,Company_434,EdTech,FR,2024-01-11,other,2024-01-01
A-39ddf4,Company_435,EdTech,US,2024-12-07,partner,2024-12-01
A-34ea2f,Company_436,HealthTech,US,2024-09-05,organic,2024-09-01
A-716841,Company_437,FinTech,US,2024-05-13,other,2024-05-01
A-558c72,Company_438,FinTech,US,2023-06-12,organic,2023-06-01
A-b11cd0,Company_439,DevTools,US,2023-02-16,ads,2023-02-01
A-cc1d8d,Company_440,FinTech,US,2024-12-08,other,2024-12-01
A-7f4db3,Company_441,FinTech,US,2023-03-11,other,2023-03-01
A-db5e9e,Company_442,DevTools,US,2024-11-12,partner,2024-11-01
A-cc102e,Company_443,HealthTech,US,2024-05-06,partner,2024-05-01
A-82d8a6,Company_444,Cybersecurity,UK,2024-12-03,ads,2024-12-01
A-dec005,Company_445,HealthTech,US,2023-10-17,partner,2023-10-01
A-5790f4,Company_446,FinTech,UK,2024-12-22,event,2024-12-01
A-7c83a1,Company_447,Cybersecurity,US,2024-05-14,partner,2024-05-01
A-297a2d,Company_448,HealthTech,UK,2023-08-15,event,2023-08-01
A-4c56c9,Company_449,FinTech,US,2024-05-13,partner,2024-05-01
A-cbbe12,Company_450,Cybersecurity,DE,2023-07-21,partner,2023-07-01
A-4a267b,Company_451,FinTech,US,2024-05-09,other,2024-05-01
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,2024-07-01
A-427b69,Company_453,FinTech,US,2024-09-07,other,2024-09-01
A-0be015,Company_454,FinTech,US,2024-10-21,event,2024-10-01
A-054577,Company_455,EdTech,UK,2024-05-03,ads,2024-05-01
A-bc87bc,Company_456,FinTech,US,2024-09-11,event,2024-09-01
A-0f7d77,Company_457,FinTech,IN,2024-11-11,partner,2024-11-01
A-e7beab,Company_458,EdTech,DE,2023-10-23,organic,2023-10-01
A-a09355,Company_459,FinTech,US,2024-08-22,organic,2024-08-01
A-31ab9a,Company_460,FinTech,DE,2024-03-23,organic,2024-03-01
A-0158bb,Company_461,FinTech,DE,2024-05-30,partner,2024-05-01
A-f19b24,Company_462,Cybersecurity,US,2024-03-17,organic,2024-03-01
A-798a3f,Company_463,DevTools,FR,2023-12-25,other,2023-12-01
A-42b791,Company_464,FinTech,AU,2024-06-11,event,2024-06-01
A-068fc6,Company_465,EdTech,US,2023-10-28,event,2023-10-01
A-6f50ae,Company_466,FinTech,US,2023-11-11,partner,2023-11-01
A-a2485e,Company_467,FinTech,US,2024-08-08,event,2024-08-01
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-30,organic,2024-06-01
A-cc98bc,Company_469,DevTools,US,2023-05-27,ads,2023-05-01
A-d77f4c,Company_470,DevTools,US,2023-10-24,partner,2023-10-01
A-ccabf0,Company_471,HealthTech,IN,2023-11-07,organic,2023-11-01
A-700ade,Company_472,Cybersecurity,UK,2024-11-07,organic,2024-11-01
A-4a4c2d,Company_473,DevTools,US,2023-07-03,event,2023-07-01
A-b7ef83,Company_474,Cybersecurity,UK,2024-06-12,partner,2024-06-01
A-e08cd3,Company_475,FinTech,US,2024-09-30,ads,2024-09-01
A-19b2c8,Company_476,DevTools,IN,2023-06-19,other,2023-06-01
A-970c97,Company_477,HealthTech,DE,2024-03-06,other,2024-03-01
A-6dee43,Company_478,FinTech,UK,2023-10-22,other,2023-10-01
A-5ed98d,Company_479,DevTools,US,2024-06-28,partner,2024-06-01
A-c58f49,Company_480,EdTech,US,2024-08-10,other,2024-08-01
A-9c18c4,Company_481,HealthTech,US,2023-08-09,ads,2023-08-01
A-cc8c8f,Company_482,DevTools,US,2024-06-21,ads,2024-06-01
A-5f7781,Company_483,DevTools,US,2024-08-27,other,2024-08-01
A-e1b9cd,Company_484,DevTools,US,2023-03-21,event,2023-03-01
A-ac85cd,Company_485,EdTech,US,2024-08-02,partner,2024-08-01
A-d792a6,Company_486,DevTools,US,2023-02-06,organic,2023-02-01
A-ac9111,Company_487,HealthTech,US,2023-09-06,event,2023-09-01
A-18793f,Company_488,EdTech,US,2024-12-19,organic,2024-12-01
A-9f0b68,Company_489,EdTech,US,2024-05-17,ads,2024-05-01
A-d3c88e,Company_490,DevTools,US,2024-10-23,event,2024-10-01
A-ccb686,Company_491,DevTools,US,2024-02-02,other,2024-02-01
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,other,2024-10-01
A-0e966d,Company_493,FinTech,IN,2024-06-30,ads,2024-06-01
A-b9f5b1,Company_494,Cybersecurity,US,2023-03-12,other,2023-03-01
A-8ae3fc,Company_495,DevTools,CA,2024-07-17,ads,2024-07-01
A-55f257,Company_496,FinTech,US,2024-01-12,organic,2024-01-01
A-d26ab4,Company_497,DevTools,UK,2024-11-08,organic,2024-11-01
A-712533,Company_498,EdTech,US,2023-08-13,organic,2023-08-01
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,2024-09-01
